Main_Weather_ID,station_name,MONTH,DBTempAvg,Relative  Humidity,Wind,South_Vert_Solar,East_Vert_Solar,West_Vert_Solar,North_Vert_Solar,HorizSol,bin data
14,COOPER LANDING 5 W AK US,5,45.5,65.8,9,1087,1087,891,574,1464,"51,72,1.772 53,32,1.881 55,19,1.590 57,16,1.725 59,10,3.115 61,8,1.816 63,7,2.780 65,4,3.691 67,8,3.235 69,1,3.627"
14,COOPER LANDING 5 W AK US,6,53.1,75.3,10.5,1123,1065,1107,633,1745,"51,149,0.819 53,88,1.279 55,52,1.561 57,55,1.667 59,36,2.411 61,17,2.138 63,12,2.417 65,3,1.804 67,8,2.580 69,10,2.589 71,5,2.952 73,3,2.294 75,4,2.899"
14,COOPER LANDING 5 W AK US,7,57.1,82.3,8.2,997,1029,851,595,1457,"51,234,0.317 53,124,0.883 55,95,1.248 57,76,1.849 59,29,2.566 61,40,2.426 63,27,1.801 65,11,2.284 67,7,2.296 69,4,2.609 71,6,3.514"
14,COOPER LANDING 5 W AK US,8,54.7,76.6,8.5,957,746,841,427,1169,"51,117,0.345 53,64,0.718 55,83,0.913 57,80,1.351 59,37,1.537 61,44,2.210 63,42,2.242 65,42,2.753 67,18,3.007 69,7,3.456"
14,COOPER LANDING 5 W AK US,9,46.4,67,8.4,714,444,473,214,668,"51,99,1.269 53,62,0.814 55,56,1.594 57,33,2.185 59,23,2.392 61,38,2.581 63,23,3.339 65,4,3.307"
14,COOPER LANDING 5 W AK US,10,33.9,82.2,11.9,675,305,320,135,386,"51,16,4.135 53,5,1.406 55,6,1.039 57,5,2.588 59,1,0.946"
14,COOPER LANDING 5 W AK US,11,22.5,80.5,11.7,811,228,216,61,189,"55,1,0.000 65,1,0.000 75,1,0.000 85,1,0.000 95,1,0.000 105,1,0.000"
14,COOPER LANDING 5 W AK US,12,19.9,75.9,9,149,47,44,28,61,
15,CORDOVA M K SMITH AIRPORT AK US,1,26.5,81.1,5.3,378,100,99,44,92,
15,CORDOVA M K SMITH AIRPORT AK US,2,28.3,83.7,8.2,337,144,144,94,187,
15,CORDOVA M K SMITH AIRPORT AK US,3,31.2,77,6.4,981,469,538,214,605,"51,5,1.940 53,2,1.888 55,1,3.732"
15,CORDOVA M K SMITH AIRPORT AK US,4,37.9,66.1,5,864,629,611,323,912,"51,35,1.684 53,14,2.266 55,17,3.522 57,18,4.818 59,4,2.693 61,10,4.460 63,10,4.685 65,11,4.212 67,7,5.400 69,1,3.680"
15,CORDOVA M K SMITH AIRPORT AK US,5,45.4,72.7,4.3,860,730,735,455,1190,"51,65,1.430 53,29,2.185 55,41,2.918 57,28,2.743 59,13,3.006 61,19,3.847 63,8,4.499 65,3,4.314"
15,CORDOVA M K SMITH AIRPORT AK US,6,51.2,76.9,4.3,781,706,845,545,1284,"51,134,0.534 53,76,0.994 55,69,1.113 57,50,1.491 59,33,1.732 61,22,2.203 63,18,2.362 65,23,2.648 67,2,4.259 69,20,3.989 71,10,4.666 73,5,4.469 75,1,3.839"
15,CORDOVA M K SMITH AIRPORT AK US,7,54.4,88.3,5.9,658,669,632,485,1051,"51,246,0.618 53,102,1.139 55,76,1.115 57,47,1.335 59,12,2.622 61,27,3.030 63,20,4.707 65,7,5.189 67,2,7.067 69,5,7.804"
15,CORDOVA M K SMITH AIRPORT AK US,8,53.9,79.5,3.1,891,638,766,373,1044,"51,122,0.237 53,67,0.612 55,73,0.780 57,67,1.224 59,25,2.100 61,52,1.866 63,25,2.532 65,38,3.567 67,17,3.816 69,17,4.705 71,2,5.624"
15,CORDOVA M K SMITH AIRPORT AK US,9,48.1,72.4,4.4,584,404,446,247,588,"51,102,0.803 53,66,1.739 55,59,1.732 57,63,1.249 59,17,1.363 61,27,3.042 63,23,3.415 65,15,3.554 67,9,1.726 69,4,2.205"
15,CORDOVA M K SMITH AIRPORT AK US,10,39.7,79.9,4,616,379,218,136,361,"51,44,2.499 53,1,1.127"
15,CORDOVA M K SMITH AIRPORT AK US,11,30.4,82.9,1.7,432,129,122,55,137,
15,CORDOVA M K SMITH AIRPORT AK US,12,28.4,77.2,4.8,194,50,51,26,47,"53,1,0.000 59,1,0.000"
16,DUTCH HARBOR AK US,1,32.4,84.5,11.7,332,209,70,61,147,
16,DUTCH HARBOR AK US,2,32.7,74.2,10.5,537,458,156,130,332,
16,DUTCH HARBOR AK US,3,33.4,71.4,11.9,687,720,288,221,617,
16,DUTCH HARBOR AK US,4,36.4,74.9,11.8,718,971,450,402,947,
16,DUTCH HARBOR AK US,5,41.5,69.4,12.2,645,902,533,524,1077,
16,DUTCH HARBOR AK US,6,46.8,72.6,11.5,660,831,582,567,1168,"51,84,1.266 53,25,1.604 55,13,1.200 57,3,4.995 59,4,3.713 61,2,0.682 63,1,0.000"
16,DUTCH HARBOR AK US,7,51.4,82.9,7.9,712,929,592,576,1210,"51,199,1.145 53,73,1.837 55,40,3.191 57,23,3.507 59,8,3.418 61,5,2.842 63,2,3.773"
16,DUTCH HARBOR AK US,8,52.9,82.5,5.4,459,627,385,377,748,"51,212,1.384 53,66,1.270 55,67,1.344 57,68,0.746 59,24,1.727 61,17,1.139 63,13,1.645 65,6,4.077 67,1,4.590 69,7,4.035 71,3,4.021"
16,DUTCH HARBOR AK US,9,48.8,71.1,12.8,609,742,312,262,658,"51,120,1.208 53,20,0.933 55,24,1.109 57,40,0.738 59,11,1.762"
16,DUTCH HARBOR AK US,10,42.3,71.3,13.2,512,487,172,145,373,"51,5,2.105"
16,DUTCH HARBOR AK US,11,37.3,71.8,11,453,328,104,89,221,"51,1,0.000"
16,DUTCH HARBOR AK US,12,34.8,65.2,15,305,165,61,52,124,
17,EAGLE AIRPORT AK US,1,-9.5,77.4,3.4,346,118,54,31,76,
17,EAGLE AIRPORT AK US,2,-3.7,77.9,3.5,835,408,211,110,315,
17,EAGLE AIRPORT AK US,3,7.2,64.6,5.4,1412,772,786,347,773,
17,EAGLE AIRPORT AK US,4,28.9,56.6,4.7,1695,1186,1204,574,1372,"51,11,1.908 53,7,2.419 55,5,1.873 57,3,0.897 59,1,1.176"
17,EAGLE AIRPORT AK US,5,46.1,54.1,4.9,1345,1462,1017,644,1689,"51,58,0.952 53,33,1.169 55,27,1.105 57,31,0.949 59,7,1.240 61,18,1.103 63,12,1.831 65,19,1.776 67,14,1.987 69,19,2.966 71,18,3.164 73,15,2.749 75,12,2.956 77,4,1.679 79,5,2.840 81,1,0.830"
17,EAGLE AIRPORT AK US,6,57.9,56.1,5.8,1286,1398,1145,832,1849,"51,90,0.787 53,61,0.928 55,48,0.995 57,55,1.276 59,46,0.904 61,33,1.209 63,33,1.438 65,39,1.534 67,22,1.702 69,39,2.027 71,20,2.362 73,10,2.341 75,9,2.114"
17,EAGLE AIRPORT AK US,7,60.4,65,3.4,1241,1338,979,711,1679,"51,99,0.153 53,81,0.426 55,69,0.381 57,53,0.596 59,34,0.846 61,48,0.983 63,61,1.038 65,38,1.411 67,40,1.786 69,64,1.779 71,31,1.846 73,25,1.992 75,26,2.375 77,6,1.704 79,8,2.502 81,8,2.990 83,5,3.846 85,2,4.341"
17,EAGLE AIRPORT AK US,8,53.6,65.9,5.7,1190,1066,831,467,1290,"51,98,0.562 53,46,0.763 55,40,1.148 57,37,1.139 59,46,1.663 61,41,1.937 63,34,2.079 65,33,1.999 67,25,1.637 69,28,2.122 71,14,3.052 73,10,3.808 75,1,4.227 77,4,3.343"
17,EAGLE AIRPORT AK US,9,41.8,75.8,3.3,944,744,502,280,794,"51,27,1.264 53,14,2.183 55,15,1.894 57,20,3.394 59,9,3.092 61,17,2.688"
17,EAGLE AIRPORT AK US,10,23,84.4,4.5,656,368,193,115,307,
17,EAGLE AIRPORT AK US,11,3,74.1,4.8,472,205,122,73,183,
17,EAGLE AIRPORT AK US,12,-4,77,1.9,198,60,30,19,44,"51,2,0.000"
18,EIELSON FIELD AK US,1,-7.5,87.5,5.3,206,67,29,20,45,
18,EIELSON FIELD AK US,2,-0.7,87.7,4.1,680,297,159,81,227,
18,EIELSON FIELD AK US,3,12.5,70.1,5.2,1200,781,458,221,706,"51,11,1.847 53,6,2.681 55,3,2.479"
18,EIELSON FIELD AK US,4,33.1,67.5,6.5,1509,1246,824,399,1327,"51,7,1.310 53,2,1.951 55,3,2.062 57,2,3.123 59,2,3.038"
18,EIELSON FIELD AK US,5,49.4,57.1,6.4,1314,1437,994,631,1656,"51,70,1.315 53,42,1.777 55,44,1.588 57,39,1.833 59,45,2.003 61,16,1.874 63,16,1.923 65,7,2.742 67,3,1.421 69,1,1.502"
18,EIELSON FIELD AK US,6,59.9,50.2,6,1218,1341,1095,802,1774,"51,64,0.377 53,45,0.462 55,41,0.493 57,54,0.657 59,36,0.818 61,32,0.932 63,53,1.103 65,57,1.377 67,49,1.311 69,85,1.666 71,34,1.867 73,32,1.959 75,22,1.710 77,7,1.422 79,10,2.191 81,2,1.385"
18,EIELSON FIELD AK US,7,62.1,61.2,4.5,1158,1269,919,675,1587,"51,49,0.370 53,45,0.218 55,64,0.311 57,67,0.386 59,48,0.709 61,55,0.898 63,69,1.154 65,37,1.252 67,52,0.978 69,90,1.473 71,34,1.797 73,36,1.780 75,39,2.012 77,16,2.408 79,8,2.738 81,2,2.781 83,1,2.689"
18,EIELSON FIELD AK US,8,55.9,75.8,6.2,1173,1032,768,440,1230,"51,130,0.737 53,84,0.742 55,48,1.216 57,55,1.424 59,39,1.707 61,48,1.866 63,41,1.806 65,16,2.443 67,13,2.459 69,20,2.655"
18,EIELSON FIELD AK US,9,44.8,71.3,5,918,654,466,237,689,"51,55,1.091 53,34,1.746 55,14,1.659 57,12,1.875 59,6,1.505 61,3,1.773 63,4,0.719 65,9,0.162 67,2,0.883 69,5,1.450"
18,EIELSON FIELD AK US,10,23.9,86.9,4.2,652,365,191,113,303,"51,22,2.755 53,8,2.811 55,8,2.904 57,6,2.154 59,5,0.723 61,5,1.091 63,2,0.244 65,5,2.368 67,10,1.185 69,16,1.986 71,1,5.344 75,2,1.960"
18,EIELSON FIELD AK US,11,2.4,83.6,4.9,356,95,95,46,73,"51,3,1.242 53,4,0.601 55,2,0.000"
18,EIELSON FIELD AK US,12,-4.5,91.2,1.6,53,13,8,6,12,
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,1,-7.9,83,2.7,208,68,30,20,46,
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,2,-1.3,76,3.3,686,302,164,84,234,
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,3,11.4,59.4,5.1,1205,785,462,223,712,
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,4,32.5,49,6,1678,1172,1192,567,1354,"51,37,2.196 53,17,2.234 55,15,2.728 57,13,2.744 59,2,3.243 61,1,3.445"
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,5,49.4,45.9,6.8,1322,1443,1000,634,1664,"51,66,0.857 53,66,1.171 55,62,1.370 57,52,1.472 59,32,1.582 61,41,1.783 63,38,1.859 65,27,1.850 67,21,1.745 69,12,1.947 71,3,1.674"
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,6,60.4,57.2,6.3,1224,1346,1100,805,1781,"51,74,0.429 53,49,0.598 55,63,0.574 57,64,0.694 59,24,0.736 61,67,0.909 63,69,1.093 65,58,1.312 67,65,1.536 69,60,1.417 71,26,1.512 73,21,1.549 75,11,1.769 77,6,1.601 79,12,2.162 81,4,1.734 83,1,2.243"
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,7,62.5,67.8,5.8,1170,1279,928,680,1601,"51,69,0.347 53,42,0.373 55,56,0.381 57,60,0.399 59,41,0.528 61,63,0.626 63,54,0.999 65,60,1.306 67,47,1.311 69,62,1.633 71,40,1.785 73,29,1.880 75,38,2.045 77,12,2.193 79,17,2.180 81,7,1.509 83,3,2.775 85,2,2.203 87,2,2.003"
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,8,56.1,67.9,5.5,1173,1032,768,440,1230,"51,90,0.423 53,65,0.580 55,65,0.675 57,62,0.657 59,32,0.694 61,58,0.884 63,47,1.254 65,54,1.360 67,39,1.580 69,52,1.553 71,23,2.262 73,19,2.277 75,10,2.477 77,4,1.855 79,3,2.494"
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,9,44.9,73.3,5.3,919,655,467,238,691,"51,68,1.238 53,37,1.505 55,29,1.835 57,28,2.618 59,12,1.994 61,23,2.567 63,8,3.191"
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,10,24.2,76.5,4.5,657,369,194,116,308,"51,22,2.083 53,5,4.289 55,3,3.943 57,1,2.534"
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,11,2.6,78.3,3,363,101,100,49,81,
19,FAIRBANKS INTERNATIONAL AIRPORT AK US,12,-4.1,79.8,2.4,53,14,8,6,13,
20,GLEN ALPS AK US,1,19.7,75.8,12.9,243,73,70,41,91,
20,GLEN ALPS AK US,2,20.8,77,13.1,833,282,297,115,336,
20,GLEN ALPS AK US,3,23.3,60.8,14.2,981,500,529,228,700,
20,GLEN ALPS AK US,4,31.3,64.7,14.3,1115,785,745,353,1114,"51,10,1.586 53,1,2.708 55,1,3.969"
20,GLEN ALPS AK US,5,41.5,61.6,16.2,1026,929,893,519,1421,"51,171,1.226 53,81,1.977 55,43,2.203 57,32,2.414 59,10,2.483 61,11,3.011 63,7,3.975"
20,GLEN ALPS AK US,6,49.2,64.2,16.1,1072,1098,999,621,1657,"51,134,0.256 53,82,0.541 55,123,0.594 57,96,1.022 59,42,1.254 61,57,1.754 63,41,2.088 65,33,2.233 67,21,2.241 69,27,2.716 71,7,2.908 73,3,3.244 75,2,1.909"
20,GLEN ALPS AK US,7,52.6,70.9,14.4,1034,883,938,556,1479,"51,61,0.150 53,78,0.186 55,113,0.210 57,130,0.595 59,57,0.699 61,92,1.137 63,77,1.754 65,53,2.336 67,44,2.702 69,29,2.790 71,2,3.048 73,2,3.553 75,1,2.707"
20,GLEN ALPS AK US,8,51.1,72.3,13.4,955,744,840,426,1167,"51,87,0.155 53,97,0.421 55,118,0.443 57,111,0.612 59,90,1.368 61,74,1.857 63,54,2.242 65,29,2.398 67,28,3.222 69,6,3.398 71,1,0.692"
20,GLEN ALPS AK US,9,43.2,73.3,13.7,838,417,540,234,694,"51,131,0.504 53,98,0.866 55,99,1.194 57,68,1.332 59,21,1.185 61,34,3.490 63,13,5.741 65,7,4.264 67,3,3.789"
20,GLEN ALPS AK US,10,31.5,75.9,13.2,494,240,234,127,329,"51,3,6.688"
20,GLEN ALPS AK US,11,23,80,12.9,433,130,122,56,138,
20,GLEN ALPS AK US,12,21.4,85.6,12.3,142,41,39,25,53,
21,GULKANA AIRPORT AK US,1,-2.9,87.5,2.9,299,104,58,38,87,
21,GULKANA AIRPORT AK US,2,5.5,73.5,3.7,758,406,202,112,316,
21,GULKANA AIRPORT AK US,3,15.6,66.3,5.4,1199,648,661,274,704,
21,GULKANA AIRPORT AK US,4,31.8,55.1,6.3,1351,1220,791,408,1304,"51,10,1.956 53,4,2.440 55,4,3.193 57,4,2.928 59,3,3.689 61,8,3.088 63,2,3.884 65,4,3.268"
21,GULKANA AIRPORT AK US,5,45.2,49.3,7.2,1277,1228,1075,580,1683,"51,87,1.289 53,74,1.757 55,31,1.323 57,24,1.858 59,16,1.919 61,18,1.877 63,18,2.604 65,10,2.648 67,14,2.002 69,10,2.134 71,1,1.536"
21,GULKANA AIRPORT AK US,6,54.4,59.3,6.9,950,964,932,614,1502,"51,81,0.588 53,68,0.673 55,68,0.917 57,60,1.012 59,33,1.202 61,37,1.603 63,37,1.723 65,37,1.959 67,40,1.831 69,22,2.618 71,14,3.229 73,7,1.775 75,9,1.627 77,2,1.006 79,3,2.582 81,2,2.887"
21,GULKANA AIRPORT AK US,7,57.6,68.7,6.6,1013,1099,832,632,1480,"51,109,0.392 53,90,0.555 55,105,0.693 57,76,0.993 59,57,1.685 61,49,1.654 63,45,1.887 65,36,2.316 67,27,2.853 69,13,2.594 71,4,2.060"
21,GULKANA AIRPORT AK US,8,53.5,70.1,6.5,1029,1044,675,439,1182,"51,90,0.733 53,71,1.017 55,54,0.975 57,59,1.620 59,29,1.784 61,43,2.066 63,33,1.954 65,24,2.235 67,9,2.614 69,12,2.246"
21,GULKANA AIRPORT AK US,9,43.3,66.8,6.5,971,746,501,255,772,"51,75,1.328 53,34,1.144 55,26,1.559 57,25,2.617 59,6,2.184 61,5,3.490 63,4,2.857 65,1,4.556 67,2,2.397 69,1,2.207"
21,GULKANA AIRPORT AK US,10,26.6,82.8,4.6,616,379,218,136,362,
21,GULKANA AIRPORT AK US,11,5.8,81.6,3,367,161,76,52,126,
21,GULKANA AIRPORT AK US,12,0.4,79.4,2.9,207,54,30,21,46,
22,HOMER 8 NW AK US,1,23.4,80.6,7.9,338,97,96,44,101,
22,HOMER 8 NW AK US,2,24.7,60.5,7.5,835,290,306,109,330,
22,HOMER 8 NW AK US,3,27.7,72.5,8.2,1058,480,605,228,764,
22,HOMER 8 NW AK US,4,34.7,74.5,8.3,1121,790,749,356,1120,"51,22,3.448 53,1,3.520"
22,HOMER 8 NW AK US,5,43.3,73,8.4,860,790,732,429,1293,"51,103,2.033 53,39,2.068 55,14,2.038 57,8,3.139"
22,HOMER 8 NW AK US,6,49.6,74.9,8,956,968,974,540,1628,"51,204,0.896 53,113,1.060 55,69,1.809 57,51,2.018 59,13,2.110 61,17,2.038 63,9,2.562 65,5,2.861 67,1,1.004 69,1,4.118 71,2,1.950 73,4,3.575 75,1,3.067"
22,HOMER 8 NW AK US,7,53.4,80.9,7.5,1029,879,934,554,1473,"51,163,0.271 53,120,0.615 55,133,1.173 57,132,1.513 59,42,1.862 61,53,1.825 63,24,2.750 65,6,2.461"
22,HOMER 8 NW AK US,8,53.1,79.5,7.2,1045,836,844,355,1261,"51,110,0.434 53,75,0.679 55,106,0.856 57,106,1.205 59,44,1.489 61,85,1.529 63,53,1.458 65,34,1.945 67,22,2.448 69,3,3.155"
22,HOMER 8 NW AK US,9,46.4,84.4,7.4,711,441,471,212,663,"51,196,0.976 53,135,1.640 55,58,1.427 57,10,2.984 59,5,1.975 61,11,2.746 63,6,5.057 65,1,5.687 67,3,7.411"
22,HOMER 8 NW AK US,10,35.6,77.5,7.5,688,316,329,140,401,"51,44,2.976 53,6,6.455"
22,HOMER 8 NW AK US,11,27.1,67.5,7.8,821,236,223,65,200,
22,HOMER 8 NW AK US,12,24.7,78.7,7.9,280,74,68,31,69,
23,HOMER AIRPORT AK US,1,24.8,80.6,7.9,340,98,97,45,103,
23,HOMER AIRPORT AK US,2,26.2,60.5,7.5,838,293,308,111,334,
23,HOMER AIRPORT AK US,3,29.9,72.5,8.2,1063,485,609,230,770,
23,HOMER AIRPORT AK US,4,37,74.5,8.3,842,518,661,294,956,"51,22,3.448 53,1,3.520"
23,HOMER AIRPORT AK US,5,44.5,73,8.4,870,798,739,433,1304,"51,103,2.033 53,39,2.068 55,14,2.038 57,8,3.139"
23,HOMER AIRPORT AK US,6,50.6,74.9,8,966,977,982,546,1639,"51,204,0.896 53,113,1.060 55,69,1.809 57,51,2.018 59,13,2.110 61,17,2.038 63,9,2.562 65,5,2.861 67,1,1.004 69,1,4.118 71,2,1.950 73,4,3.575 75,1,3.067"
23,HOMER AIRPORT AK US,7,54.6,80.9,7.5,791,826,762,483,1312,"51,163,0.271 53,120,0.615 55,133,1.173 57,132,1.513 59,42,1.862 61,53,1.825 63,24,2.750 65,6,2.461"
23,HOMER AIRPORT AK US,8,53.9,79.5,7.2,1055,844,851,360,1272,"51,110,0.434 53,75,0.679 55,106,0.856 57,106,1.205 59,44,1.489 61,85,1.529 63,53,1.458 65,34,1.945 67,22,2.448 69,3,3.155"
23,HOMER AIRPORT AK US,9,48.1,84.4,7.4,714,444,473,214,667,"51,196,0.976 53,135,1.640 55,58,1.427 57,10,2.984 59,5,1.975 61,11,2.746 63,6,5.057 65,1,5.687 67,3,7.411"
23,HOMER AIRPORT AK US,10,38.1,77.5,7.5,692,319,332,142,405,"51,44,2.976 53,6,6.455"
23,HOMER AIRPORT AK US,11,29.5,67.5,7.8,821,236,224,65,200,
23,HOMER AIRPORT AK US,12,27.1,78.7,7.9,279,73,67,31,68,
24,ILIAMNA AIRPORT AK US,1,17.5,72.7,12.8,339,97,96,45,102,
24,ILIAMNA AIRPORT AK US,2,19.7,81.8,12.2,697,299,295,133,360,
24,ILIAMNA AIRPORT AK US,3,23.5,75.1,13.1,1147,683,651,373,739,
24,ILIAMNA AIRPORT AK US,4,33.1,67.9,8.1,990,755,715,362,1079,"51,22,2.429 53,17,2.616 55,13,2.579 57,5,3.065 59,6,2.943 61,5,4.017 63,3,3.879 65,1,2.850 67,2,3.888"
24,ILIAMNA AIRPORT AK US,5,44,63.9,8.4,863,792,734,430,1296,"51,56,1.577 53,46,2.107 55,20,2.139 57,14,1.901 59,6,2.139 61,8,2.002 63,4,2.480 65,2,1.373"
24,ILIAMNA AIRPORT AK US,6,51.7,67.2,10.2,899,786,897,580,1470,"51,102,0.741 53,54,0.965 55,38,1.095 57,46,1.397 59,33,1.808 61,30,2.316 63,24,2.541 65,16,2.807 67,8,3.344 69,21,2.542 71,10,2.114 73,11,2.016 75,3,3.350 77,1,2.856"
24,ILIAMNA AIRPORT AK US,7,56.1,80.9,9.7,786,760,860,516,1316,"51,88,0.339 53,132,0.349 55,115,0.684 57,97,1.092 59,28,1.054 61,40,1.642 63,39,1.559 65,29,1.898 67,17,2.397 69,17,2.321 71,5,2.486 73,6,2.870 75,9,3.241 77,4,2.945 79,4,3.255 81,3,3.679 83,1,3.484"
24,ILIAMNA AIRPORT AK US,8,54.8,77.2,9,778,661,683,400,1036,"51,112,0.456 53,122,0.336 55,92,0.692 57,93,0.851 59,55,1.108 61,43,1.806 63,42,2.413 65,33,3.002 67,10,2.610 69,23,3.587 71,1,1.826"
24,ILIAMNA AIRPORT AK US,9,48,67.1,9.1,694,429,460,246,653,"51,136,0.506 53,90,0.967 55,51,1.707 57,42,2.477 59,8,3.021 61,11,3.496 63,10,3.778 65,4,3.637 67,3,4.741"
24,ILIAMNA AIRPORT AK US,10,35.1,72.7,12.3,694,321,333,143,407,"51,24,2.444 53,20,0.714 55,3,2.355"
24,ILIAMNA AIRPORT AK US,11,24.7,77.3,11.8,817,233,220,63,196,
24,ILIAMNA AIRPORT AK US,12,20.8,78.1,12,288,80,73,35,77,
25,JUNEAU INTERNATIONAL AIRPORT AK US,1,28.3,84.1,7.2,388,122,127,66,124,
25,JUNEAU INTERNATIONAL AIRPORT AK US,2,30.1,74.6,7.3,715,339,310,166,337,
25,JUNEAU INTERNATIONAL AIRPORT AK US,3,33.8,73.3,7.9,746,445,445,258,580,
25,JUNEAU INTERNATIONAL AIRPORT AK US,4,40.8,79.4,7.8,1099,829,850,471,1113,"51,46,1.946 53,14,2.344 55,18,3.172 57,11,2.168 59,2,4.856 61,16,3.751 63,8,3.727 65,2,2.897"
25,JUNEAU INTERNATIONAL AIRPORT AK US,5,48.6,73.3,7.5,1222,1126,1115,678,1562,"51,129,0.693 53,62,1.037 55,48,1.287 57,50,1.702 59,14,2.053 61,46,2.211 63,34,2.602 65,14,2.068 67,15,2.685 69,12,2.853 71,5,2.963 73,1,2.867"
25,JUNEAU INTERNATIONAL AIRPORT AK US,6,54.6,79.3,7,870,839,879,555,1436,"51,146,0.371 53,101,0.678 55,67,0.748 57,57,1.310 59,34,1.338 61,37,1.900 63,32,1.858 65,19,2.723 67,20,2.753 69,30,3.248 71,6,3.358 73,2,4.678 75,4,3.470 77,1,4.831 79,4,4.051"
25,JUNEAU INTERNATIONAL AIRPORT AK US,7,56.9,86.2,6.8,728,648,734,509,1119,"51,123,0.183 53,159,0.268 55,133,0.640 57,115,1.016 59,37,1.166 61,38,1.449 63,51,1.799 65,25,2.549 67,12,4.049 69,21,4.961 71,4,5.765 73,4,4.498 75,3,5.544 77,2,5.102"
25,JUNEAU INTERNATIONAL AIRPORT AK US,8,55.9,84.1,6.9,1022,937,861,450,1252,"51,156,0.307 53,132,0.557 55,96,0.725 57,61,1.257 59,40,1.325 61,47,1.689 63,35,2.731 65,10,3.468 67,8,3.610 69,17,3.263 71,11,4.327 73,11,3.492 75,6,3.509"
25,JUNEAU INTERNATIONAL AIRPORT AK US,9,50,90.3,7.8,706,441,562,277,650,"51,248,0.573 53,94,1.211 55,34,2.812 57,21,5.551 59,9,7.020 61,11,6.139 63,4,2.696"
25,JUNEAU INTERNATIONAL AIRPORT AK US,10,42.4,88.5,8.5,698,329,314,127,394,"51,74,2.219 53,8,3.457 55,3,9.061"
25,JUNEAU INTERNATIONAL AIRPORT AK US,11,33.4,69.6,7.6,388,175,167,109,176,
25,JUNEAU INTERNATIONAL AIRPORT AK US,12,29.9,88.6,7.8,238,83,82,52,85,
26,KENAI MUNICIPAL AIRPORT AK US,1,16.4,84.6,9.4,250,79,75,44,99,
26,KENAI MUNICIPAL AIRPORT AK US,2,19.7,87,6,921,448,221,108,329,
26,KENAI MUNICIPAL AIRPORT AK US,3,25.7,72.9,10.3,990,508,535,232,710,
26,KENAI MUNICIPAL AIRPORT AK US,4,36.2,68.4,7.7,1115,785,744,353,1113,"51,19,2.054 53,8,2.656 55,4,2.555 57,10,3.000 59,3,3.198 61,12,3.076 63,6,3.195 65,11,3.184 67,4,2.716"
26,KENAI MUNICIPAL AIRPORT AK US,5,46,65.8,8.8,1087,1088,892,574,1464,"51,72,1.772 53,32,1.881 55,19,1.590 57,16,1.725 59,10,3.115 61,8,1.816 63,7,2.780 65,4,3.691 67,8,3.235 69,1,3.627"
26,KENAI MUNICIPAL AIRPORT AK US,6,52.5,75.3,8.1,1113,1057,1100,629,1733,"51,149,0.819 53,88,1.279 55,52,1.561 57,55,1.667 59,36,2.411 61,17,2.138 63,12,2.417 65,3,1.804 67,8,2.580 69,10,2.589 71,5,2.952 73,3,2.294 75,4,2.899"
26,KENAI MUNICIPAL AIRPORT AK US,7,56.3,82.3,8.8,1032,881,936,555,1476,"51,234,0.317 53,124,0.883 55,95,1.248 57,76,1.849 59,29,2.566 61,40,2.426 63,27,1.801 65,11,2.284 67,7,2.296 69,4,2.609 71,6,3.514"
26,KENAI MUNICIPAL AIRPORT AK US,8,55,76.6,6.3,1062,850,856,362,1279,"51,117,0.345 53,64,0.718 55,83,0.913 57,80,1.351 59,37,1.537 61,44,2.210 63,42,2.242 65,42,2.753 67,18,3.007 69,7,3.456"
26,KENAI MUNICIPAL AIRPORT AK US,9,48.1,67,7.5,832,411,535,231,687,"51,99,1.269 53,62,0.814 55,56,1.594 57,33,2.185 59,23,2.392 61,38,2.581 63,23,3.339 65,4,3.307"
26,KENAI MUNICIPAL AIRPORT AK US,10,35.2,82.2,7.2,516,258,249,137,353,"51,16,4.135 53,5,1.406 55,6,1.039 57,5,2.588 59,1,0.946"
26,KENAI MUNICIPAL AIRPORT AK US,11,23.2,80.5,6.7,450,144,134,63,156,"55,1,0.000 65,1,0.000 75,1,0.000 85,1,0.000 95,1,0.000 105,1,0.000"
26,KENAI MUNICIPAL AIRPORT AK US,12,19,75.9,8.4,147,45,42,27,58,
27,KING SALMON AIRPORT AK US,1,16.2,87.6,10.2,441,152,148,88,139,
27,KING SALMON AIRPORT AK US,2,18.8,67.6,10.3,693,294,292,131,355,
27,KING SALMON AIRPORT AK US,3,24.1,74.5,10.9,1148,684,652,374,741,
27,KING SALMON AIRPORT AK US,4,33.7,75.1,10.5,988,753,713,362,1077,"51,17,2.266 53,8,1.769 55,2,3.040"
27,KING SALMON AIRPORT AK US,5,44.2,75.8,10.3,901,778,824,480,1294,"51,39,2.470 53,17,2.733 55,12,2.978 57,9,2.780 59,2,3.771"
